datetime,kwh,athome
2018-02-16 14:43:43.493102+00:00,0.12,0
2018-02-16 14:44:43.682711+00:00,0.18,0
2018-02-16 14:54:43.631268+00:00,0.12,0
2018-02-16 14:55:43.721750+00:00,0.18,0
2018-02-16 15:00:43.656843+00:00,0.3,0
2018-02-16 15:04:43.692048+00:00,0.24,0
2018-02-16 15:05:43.894625+00:00,0.3,0
2018-02-16 15:07:43.908318+00:00,0.24,0
2018-02-16 15:08:43.878980+00:00,0.3,0
2018-02-16 15:10:43.871278+00:00,0.24,0
2018-02-16 15:11:44.006540+00:00,0.3,0
2018-02-16 15:13:44.010976+00:00,0.24,0
2018-02-16 15:14:43.984897+00:00,0.3,0
2018-02-16 15:16:43.879377+00:00,0.24,0
2018-02-16 15:17:43.922937+00:00,0.3,0
2018-02-16 15:18:43.996760+00:00,0.24,0
2018-02-16 15:19:43.993222+00:00,0.3,0
2018-02-16 15:21:44.010899+00:00,0.24,0
2018-02-16 15:22:44.064486+00:00,0.3,0
2018-02-16 15:23:44.029005+00:00,0.24,0
2018-02-16 15:24:43.981204+00:00,0.3,0
2018-02-16 15:26:44.024171+00:00,0.24,0
2018-02-16 15:27:44.144639+00:00,0.3,0
2018-02-16 15:28:44.216282+00:00,0.24,0
2018-02-16 15:29:44.191767+00:00,0.3,0
2018-02-16 15:31:44.258411+00:00,0.24,0
2018-02-16 15:32:44.128554+00:00,0.3,0
2018-02-16 15:33:44.100395+00:00,0.24,0
2018-02-16 15:34:44.197092+00:00,0.3,0
2018-02-16 15:35:44.319536+00:00,0.24,0
2018-02-16 15:36:44.192936+00:00,0.3,0
2018-02-16 15:37:44.302367+00:00,0.24,0
2018-02-16 15:38:44.232557+00:00,0.3,0
2018-02-16 15:39:44.378065+00:00,0.24,0
2018-02-16 15:40:44.252293+00:00,0.3,0
2018-02-16 15:42:44.325637+00:00,0.24,0
2018-02-16 15:44:44.314910+00:00,0.3,0
2018-02-16 15:46:44.283404+00:00,0.24,0
2018-02-16 15:47:44.302670+00:00,0.3,0
2018-02-16 15:48:44.426541+00:00,0.24,0
2018-02-16 15:49:44.497988+00:00,0.3,0
2018-02-16 15:50:44.341503+00:00,0.24,0
2018-02-16 15:51:44.563831+00:00,0.3,0
2018-02-16 15:52:44.488745+00:00,0.24,0
2018-02-16 15:53:44.571117+00:00,0.3,0
2018-02-16 15:55:44.403548+00:00,0.24,0
2018-02-16 15:56:44.572273+00:00,0.3,0
2018-02-16 15:57:44.592618+00:00,0.24,0
2018-02-16 15:58:44.563677+00:00,0.3,0
2018-02-16 15:59:44.486052+00:00,0.24,0
2018-02-16 16:00:44.750963+00:00,0.3,0
2018-02-16 16:01:44.506249+00:00,0.24,0
2018-02-16 16:02:44.535057+00:00,0.3,0
2018-02-16 16:03:44.523385+00:00,0.24,0
2018-02-16 16:04:44.641113+00:00,0.3,0
2018-02-16 16:06:44.641864+00:00,0.24,0
2018-02-16 16:07:44.783421+00:00,0.3,0
2018-02-16 16:08:44.630332+00:00,0.24,0
2018-02-16 16:09:44.605020+00:00,0.3,0
2018-02-16 16:10:44.823575+00:00,0.24,0
2018-02-16 16:11:44.745637+00:00,0.3,0
2018-02-16 16:12:44.791752+00:00,0.24,0
2018-02-16 16:13:44.763936+00:00,0.3,0
2018-02-16 16:15:44.807583+00:00,0.24,0
2018-02-16 16:16:44.727246+00:00,0.3,0
2018-02-16 16:17:44.849745+00:00,0.24,0
2018-02-16 16:18:44.787573+00:00,0.3,0
2018-02-16 16:19:44.842711+00:00,0.24,0
2018-02-16 16:20:44.911247+00:00,0.3,0
2018-02-16 16:21:44.967336+00:00,0.24,0
2018-02-16 16:22:44.853873+00:00,0.3,0
2018-02-16 16:23:44.881247+00:00,0.24,0
2018-02-16 16:24:45.760940+00:00,0.3,0
2018-02-16 16:26:44.830970+00:00,0.24,0
2018-02-16 16:27:45.046268+00:00,0.3,0
2018-02-16 16:28:45.116382+00:00,0.24,0
2018-02-16 16:29:45.066178+00:00,0.3,0
2018-02-16 16:30:45.046143+00:00,0.24,0
2018-02-16 16:31:44.924658+00:00,0.3,0
2018-02-16 16:32:45.137659+00:00,0.24,0
2018-02-16 16:33:44.976749+00:00,0.3,0
2018-02-16 16:34:45.168880+00:00,0.24,0
2018-02-16 16:35:45.010680+00:00,0.3,0
2018-02-16 16:36:44.970897+00:00,0.24,0
2018-02-16 16:37:45.091482+00:00,0.3,0
2018-02-16 16:38:45.116187+00:00,0.24,0
2018-02-16 16:39:45.212686+00:00,0.3,0
2018-02-16 16:40:45.211066+00:00,0.24,0
2018-02-16 16:42:45.252022+00:00,0.3,0
2018-02-16 16:43:45.149734+00:00,0.24,0
2018-02-16 16:45:45.070316+00:00,0.3,0
2018-02-16 16:47:45.265185+00:00,0.36,0
2018-02-16 16:53:45.393612+00:00,0.3,0
2018-02-16 16:54:45.365390+00:00,0.36,0
2018-02-16 17:01:45.417718+00:00,0.3,0
2018-02-16 17:02:45.515987+00:00,0.36,0
2018-02-16 17:10:45.489991+00:00,0.3,0
2018-02-16 17:11:45.687717+00:00,0.36,0
2018-02-16 17:17:45.643473+00:00,0.3,0
2018-02-16 17:18:45.577849+00:00,0.36,0
2018-02-16 17:22:45.729038+00:00,0.3,0
2018-02-16 17:23:45.671507+00:00,0.36,0
2018-02-16 17:29:45.901787+00:00,0.3,0
2018-02-16 17:30:45.877519+00:00,0.36,0
2018-02-16 17:34:45.958006+00:00,0.3,1
2018-02-16 17:35:45.952859+00:00,0.42,1
2018-02-16 17:38:45.966278+00:00,0.9,2
2018-02-16 17:39:45.963064+00:00,3.36,2
2018-02-16 17:40:46.009284+00:00,3.3,2
2018-02-16 17:42:46.052077+00:00,1.56,2
2018-02-16 17:43:46.184622+00:00,0.48,2
2018-02-16 17:44:45.971150+00:00,0.42,2
2018-02-16 17:46:46.161977+00:00,0.6,2
2018-02-16 17:50:46.124653+00:00,0.66,2
2018-02-16 17:51:46.226693+00:00,0.6,2
2018-02-16 17:55:46.247700+00:00,0.66,2
2018-02-16 17:56:46.202595+00:00,0.6,2
2018-02-16 17:59:46.168099+00:00,0.54,2
2018-02-16 18:00:46.141442+00:00,1.32,2
2018-02-16 18:01:46.339333+00:00,2.52,2
2018-02-16 18:02:46.189881+00:00,2.46,2
2018-02-16 18:03:46.156786+00:00,2.52,2
2018-02-16 18:06:46.318511+00:00,2.46,2
2018-02-16 18:07:46.212395+00:00,2.52,2
2018-02-16 18:09:46.282751+00:00,2.58,1
2018-02-16 18:10:46.352996+00:00,2.46,1
2018-02-16 18:11:46.475855+00:00,2.52,1
2018-02-16 18:14:46.339247+00:00,2.46,1
2018-02-16 18:15:46.433506+00:00,2.04,1
2018-02-16 18:16:46.480980+00:00,2.46,1
2018-02-16 18:20:46.543519+00:00,2.52,2
2018-02-16 18:22:46.491848+00:00,1.98,2
2018-02-16 18:23:46.520363+00:00,0.6,2
2018-02-16 18:24:46.479248+00:00,0.66,2
2018-02-16 18:25:46.575963+00:00,0.6,2
2018-02-16 18:28:47.389960+00:00,0.54,2
2018-02-16 18:29:46.678833+00:00,0.72,2
2018-02-16 18:30:46.709940+00:00,1.92,2
2018-02-16 18:31:46.687995+00:00,1.8,2
2018-02-16 18:32:46.650731+00:00,1.62,2
2018-02-16 18:33:46.779042+00:00,0.6,2
2018-02-16 18:37:46.807386+00:00,0.66,2
2018-02-16 18:38:46.606169+00:00,0.6,2
2018-02-16 18:41:46.720745+00:00,0.54,2
2018-02-16 18:43:46.866128+00:00,0.6,2
2018-02-16 18:44:46.689241+00:00,0.48,2
2018-02-16 18:45:46.784987+00:00,0.54,2
2018-02-16 18:47:46.879955+00:00,0.6,2
2018-02-16 18:48:46.827084+00:00,0.54,2
2018-02-16 18:51:46.866463+00:00,0.6,2
2018-02-16 18:52:46.886168+00:00,0.54,2
2018-02-16 18:55:46.879691+00:00,0.6,2
2018-02-16 18:56:46.924202+00:00,0.48,2
2018-02-16 18:58:47.140015+00:00,0.54,2
2018-02-16 18:59:46.964477+00:00,0.48,2
2018-02-16 19:01:47.110807+00:00,0.54,2
2018-02-16 19:02:47.205531+00:00,0.48,2
2018-02-16 19:03:47.228394+00:00,0.54,2
2018-02-16 19:04:47.048180+00:00,0.48,2
2018-02-16 19:06:47.116850+00:00,0.54,2
2018-02-16 19:07:47.088802+00:00,0.48,2
2018-02-16 19:09:47.217588+00:00,0.54,2
2018-02-16 19:10:47.230979+00:00,0.48,2
2018-02-16 19:11:47.275353+00:00,0.54,2
2018-02-16 19:12:47.248655+00:00,0.48,2
2018-02-16 19:13:47.369110+00:00,0.54,2
2018-02-16 19:14:47.367781+00:00,0.48,2
2018-02-16 19:16:47.159485+00:00,0.54,2
2018-02-16 19:17:47.289451+00:00,0.48,2
2018-02-16 19:18:47.404734+00:00,0.54,2
2018-02-16 19:19:47.400309+00:00,0.48,2
2018-02-16 19:23:47.309286+00:00,0.54,2
2018-02-16 19:24:47.436658+00:00,0.48,2
2018-02-16 19:27:47.474895+00:00,0.54,2
2018-02-16 19:28:47.341808+00:00,0.48,2
2018-02-16 19:30:48.311795+00:00,0.54,2
2018-02-16 19:31:47.583677+00:00,0.6,2
2018-02-16 19:32:47.442589+00:00,0.54,2
2018-02-16 19:34:47.602466+00:00,0.6,2
2018-02-16 19:36:47.655650+00:00,0.66,2
2018-02-16 19:40:47.627456+00:00,0.6,2
2018-02-16 19:41:47.575116+00:00,0.66,2
2018-02-16 19:44:47.689564+00:00,0.6,2
2018-02-16 19:45:47.737702+00:00,0.66,2
2018-02-16 19:47:47.715739+00:00,0.6,2
2018-02-16 19:48:47.617963+00:00,0.66,2
2018-02-16 19:50:47.870677+00:00,0.6,2
2018-02-16 19:51:47.717202+00:00,0.66,2
2018-02-16 19:53:47.907698+00:00,0.6,2
2018-02-16 19:54:47.880737+00:00,0.66,2
2018-02-16 19:56:47.873642+00:00,0.6,2
2018-02-16 19:57:47.847104+00:00,0.54,2
2018-02-16 19:59:47.718352+00:00,0.6,2
2018-02-16 20:00:47.838935+00:00,0.48,2
2018-02-16 20:01:47.757061+00:00,0.54,2
2018-02-16 20:06:48.037438+00:00,0.48,2
2018-02-16 20:07:47.916527+00:00,0.54,2
2018-02-16 20:12:48.057748+00:00,0.48,2
2018-02-16 20:13:47.990853+00:00,0.54,2
2018-02-16 20:17:47.981371+00:00,0.48,2
2018-02-16 20:18:48.122703+00:00,0.54,2
2018-02-16 20:21:48.163445+00:00,0.48,2
2018-02-16 20:22:48.086684+00:00,0.54,2
2018-02-16 20:23:48.832011+00:00,0.48,2
2018-02-16 20:24:48.110842+00:00,0.54,2
2018-02-16 20:26:48.226917+00:00,0.48,1
2018-02-16 20:27:48.340299+00:00,0.54,1
2018-02-16 20:30:48.210742+00:00,0.84,1
2018-02-16 20:31:48.383170+00:00,0.96,1
2018-02-16 20:32:48.305497+00:00,0.9,1
2018-02-16 20:33:48.265254+00:00,0.48,1
2018-02-16 20:34:48.262632+00:00,0.54,1
2018-02-16 20:35:48.343439+00:00,0.48,2
2018-02-16 20:36:48.367590+00:00,0.54,2
2018-02-16 20:37:48.385571+00:00,3.0,2
2018-02-16 20:38:48.259681+00:00,3.42,2
2018-02-16 20:39:48.483016+00:00,1.2,2
2018-02-16 20:40:48.578400+00:00,0.54,2
2018-02-16 20:43:50.753187+00:00,0.48,2
2018-02-16 20:44:48.438669+00:00,0.54,2
2018-02-16 20:45:48.594490+00:00,0.48,2
2018-02-16 20:46:49.407660+00:00,0.54,2
2018-02-16 20:48:48.576262+00:00,0.6,2
2018-02-16 20:49:53.778549+00:00,0.54,2
2018-02-16 20:56:48.650125+00:00,0.6,2
2018-02-16 20:57:48.748678+00:00,0.54,2
2018-02-16 21:01:48.709309+00:00,0.6,2
2018-02-16 21:02:48.781672+00:00,0.54,2
2018-02-16 21:06:48.888566+00:00,0.6,2
2018-02-16 21:07:49.517350+00:00,0.54,2
2018-02-16 21:11:48.726372+00:00,0.6,2
2018-02-16 21:12:49.018630+00:00,0.54,2
2018-02-16 21:14:48.799537+00:00,0.66,2
2018-02-16 21:15:48.987713+00:00,1.02,2
2018-02-16 21:16:48.938225+00:00,0.96,2
2018-02-16 21:17:48.857565+00:00,0.66,2
2018-02-16 21:18:48.984809+00:00,0.54,2
2018-02-16 21:24:49.011455+00:00,0.6,2
2018-02-16 21:25:49.210970+00:00,0.54,2
2018-02-16 21:27:48.974228+00:00,0.6,2
2018-02-16 21:28:49.046350+00:00,0.54,2
2018-02-16 21:29:49.174116+00:00,0.48,2
2018-02-16 21:30:49.215333+00:00,0.54,2
2018-02-16 21:31:49.235314+00:00,0.48,2
2018-02-16 21:37:49.213467+00:00,0.54,2
2018-02-16 21:38:49.236580+00:00,0.48,2
2018-02-16 21:46:49.408506+00:00,0.54,2
2018-02-16 21:50:49.393445+00:00,0.48,2
2018-02-16 21:51:49.490506+00:00,0.54,2
2018-02-16 22:02:49.528211+00:00,0.48,2
2018-02-16 22:03:49.707327+00:00,0.54,2
2018-02-16 22:16:49.762037+00:00,0.48,0
2018-02-16 22:17:49.785718+00:00,0.54,0
2018-02-16 22:18:49.780573+00:00,0.48,0
2018-02-16 22:19:49.810916+00:00,0.54,0
2018-02-16 22:20:49.725601+00:00,0.48,0
2018-02-16 22:23:49.840368+00:00,0.36,0
2018-02-16 22:27:49.928855+00:00,0.3,1
2018-02-16 22:28:49.874549+00:00,0.36,1
2018-02-16 22:31:49.866372+00:00,0.3,2
2018-02-16 22:35:49.928861+00:00,0.24,2
2018-02-16 22:37:50.109888+00:00,0.18,2
2018-02-16 22:59:50.523596+00:00,0.24,2
2018-02-16 23:00:50.477413+00:00,0.3,2
2018-02-16 23:02:50.286771+00:00,0.42,2
2018-02-16 23:03:50.387913+00:00,0.3,2
2018-02-16 23:05:50.322089+00:00,0.24,1
2018-02-16 23:06:50.593263+00:00,0.42,1
2018-02-16 23:07:50.444525+00:00,0.3,1
2018-02-16 23:08:50.493081+00:00,0.48,1
2018-02-16 23:09:50.613619+00:00,0.3,1
2018-02-16 23:12:50.527936+00:00,0.24,2
2018-02-16 23:13:50.479758+00:00,0.3,2
2018-02-16 23:15:50.592766+00:00,0.36,2
2018-02-16 23:16:50.666026+00:00,0.24,2
2018-02-16 23:17:50.688219+00:00,0.3,2
2018-02-16 23:20:50.713092+00:00,0.24,2
2018-02-16 23:21:50.598476+00:00,0.3,2
2018-02-16 23:24:50.719280+00:00,0.24,2
2018-02-16 23:25:50.817425+00:00,0.3,2
2018-02-16 23:28:50.649597+00:00,0.24,2
2018-02-16 23:29:50.721772+00:00,0.3,2
2018-02-16 23:31:50.788134+00:00,0.24,2
2018-02-16 23:32:50.763340+00:00,0.3,2
2018-02-16 23:35:50.777456+00:00,0.24,2
2018-02-16 23:36:50.949202+00:00,0.3,2
2018-02-16 23:39:50.941935+00:00,0.24,2
2018-02-16 23:40:50.802771+00:00,0.3,2
2018-02-16 23:44:50.849400+00:00,0.24,2
2018-02-16 23:45:50.913894+00:00,0.3,2
2018-02-16 23:48:50.983922+00:00,0.24,2
2018-02-16 23:49:51.057404+00:00,0.3,2
2018-02-16 23:50:51.031814+00:00,0.36,2
2018-02-16 23:51:50.976236+00:00,0.3,2
2018-02-16 23:52:51.120963+00:00,0.24,2
2018-02-16 23:53:51.191882+00:00,0.3,2
2018-02-16 23:56:51.011413+00:00,0.24,2
2018-02-16 23:57:51.025558+00:00,0.3,2
2018-02-16 23:59:51.221387+00:00,0.24,2
2018-02-17 00:00:51.166815+00:00,0.3,2
2018-02-17 00:02:51.162330+00:00,0.24,2
2018-02-17 00:03:51.129679+00:00,0.3,2
2018-02-17 00:05:51.255714+00:00,0.24,2
2018-02-17 00:06:51.298575+00:00,0.3,2
2018-02-17 00:08:51.240585+00:00,0.24,2
2018-02-17 00:09:51.238175+00:00,0.3,2
2018-02-17 00:10:51.313384+00:00,0.24,2
2018-02-17 00:11:51.388634+00:00,0.3,2
2018-02-17 00:13:51.303448+00:00,0.24,2
2018-02-17 00:14:51.295926+00:00,0.3,2
2018-02-17 00:16:51.338896+00:00,0.24,2
2018-02-17 00:17:51.310332+00:00,0.3,2
2018-02-17 00:18:51.408730+00:00,0.24,2
2018-02-17 00:19:51.479957+00:00,0.3,2
2018-02-17 00:21:51.548285+00:00,0.24,2
2018-02-17 00:22:51.375180+00:00,0.3,2
2018-02-17 00:23:51.572288+00:00,0.24,2
2018-02-17 00:24:51.410311+00:00,0.3,2
2018-02-17 00:26:51.557986+00:00,0.24,2
2018-02-17 00:27:51.479408+00:00,0.3,2
2018-02-17 00:28:51.576684+00:00,0.24,2
2018-02-17 00:29:51.595740+00:00,0.3,2
2018-02-17 00:31:51.665311+00:00,0.24,2
2018-02-17 00:32:51.611306+00:00,0.3,2
2018-02-17 00:33:51.655953+00:00,0.24,2
2018-02-17 00:34:51.680880+00:00,0.3,2
2018-02-17 00:35:51.701472+00:00,0.24,2
2018-02-17 00:36:51.773990+00:00,0.3,2
2018-02-17 00:38:51.717113+00:00,0.24,2
2018-02-17 00:39:51.585781+00:00,0.3,2
2018-02-17 00:40:51.813360+00:00,0.24,2
2018-02-17 00:41:51.632853+00:00,0.3,2
2018-02-17 00:42:51.730197+00:00,0.24,2
2018-02-17 00:43:51.677928+00:00,0.3,2
2018-02-17 00:44:51.877286+00:00,0.24,2
2018-02-17 00:46:51.712537+00:00,0.3,1
2018-02-17 00:48:51.908022+00:00,0.24,1
2018-02-17 00:49:51.886622+00:00,0.3,1
2018-02-17 00:50:51.958415+00:00,0.24,1
2018-02-17 00:51:51.823750+00:00,0.3,2
2018-02-17 00:52:51.820667+00:00,0.24,2
2018-02-17 00:53:51.792767+00:00,0.3,2
2018-02-17 00:54:51.963678+00:00,0.24,2
2018-02-17 00:55:51.877099+00:00,0.3,2
2018-02-17 00:56:51.913555+00:00,0.24,2
2018-02-17 00:57:51.880296+00:00,0.3,2
2018-02-17 00:59:52.026897+00:00,0.24,2
2018-02-17 01:00:52.102675+00:00,0.3,2
2018-02-17 01:03:52.183537+00:00,0.24,2
2018-02-17 01:04:52.012509+00:00,0.3,2
2018-02-17 01:06:52.130515+00:00,0.36,2
2018-02-17 01:07:52.007927+00:00,0.24,2
2018-02-17 01:08:52.016522+00:00,0.3,2
2018-02-17 01:09:52.213024+00:00,0.36,2
2018-02-17 01:10:52.089805+00:00,0.3,2
2018-02-17 01:11:52.189547+00:00,0.24,2
2018-02-17 01:12:52.280449+00:00,0.3,2
2018-02-17 01:13:52.176183+00:00,0.24,2
2018-02-17 01:14:52.146523+00:00,0.3,2
2018-02-17 01:16:52.240393+00:00,0.36,2
2018-02-17 01:17:52.336464+00:00,0.24,2
2018-02-17 01:18:52.184102+00:00,0.3,2
2018-02-17 01:19:52.454883+00:00,0.24,2
2018-02-17 01:20:52.251428+00:00,0.3,2
2018-02-17 01:21:52.199205+00:00,0.24,2
2018-02-17 01:22:52.269980+00:00,0.3,2
2018-02-17 01:23:52.345303+00:00,0.24,2
2018-02-17 01:24:52.428057+00:00,0.3,2
2018-02-17 01:26:52.385851+00:00,0.24,2
2018-02-17 01:27:52.454705+00:00,0.3,2
2018-02-17 01:28:52.426567+00:00,0.24,2
2018-02-17 01:29:52.448873+00:00,0.3,2
2018-02-17 01:30:52.394695+00:00,0.24,2
2018-02-17 01:31:52.571039+00:00,0.3,2
2018-02-17 01:32:52.594628+00:00,0.24,2
2018-02-17 01:33:52.586097+00:00,0.3,2
2018-02-17 01:34:52.434642+00:00,0.24,2
2018-02-17 01:35:52.429557+00:00,0.3,2
2018-02-17 01:37:52.410375+00:00,0.24,2
2018-02-17 01:38:52.545838+00:00,0.3,2
2018-02-17 01:39:52.417814+00:00,0.24,2
2018-02-17 01:40:52.641518+00:00,0.3,2
2018-02-17 01:41:52.467942+00:00,0.24,2
2018-02-17 01:42:52.687462+00:00,0.3,2
2018-02-17 01:43:52.706262+00:00,0.24,2
2018-02-17 01:45:52.674673+00:00,0.3,2
2018-02-17 01:46:52.707336+00:00,0.24,2
2018-02-17 01:47:52.695757+00:00,0.3,2
2018-02-17 01:48:52.612629+00:00,0.18,2
2018-02-17 01:51:52.728806+00:00,0.12,2
2018-02-17 01:52:52.702570+00:00,0.18,2
2018-02-17 02:27:53.231952+00:00,0.12,1
2018-02-17 02:28:53.328383+00:00,0.18,1
2018-02-17 02:34:53.262070+00:00,0.24,1
2018-02-17 02:35:53.179386+00:00,0.18,1
2018-02-17 03:05:53.582732+00:00,0.24,2
2018-02-17 03:07:53.826079+00:00,0.3,2
2018-02-17 03:09:53.770205+00:00,0.24,2
2018-02-17 03:10:53.821131+00:00,0.3,2
2018-02-17 03:11:53.812300+00:00,0.24,2
2018-02-17 03:12:54.002249+00:00,0.18,2
2018-02-17 03:16:53.872483+00:00,0.24,1
2018-02-17 03:17:53.967327+00:00,0.3,1
2018-02-17 03:18:53.938609+00:00,0.24,1
2018-02-17 03:22:53.876744+00:00,0.18,1
2018-02-17 03:26:53.962308+00:00,0.3,1
2018-02-17 03:27:54.009096+00:00,0.24,1
2018-02-17 03:29:54.003045+00:00,0.3,1
2018-02-17 03:30:54.045805+00:00,0.24,2
2018-02-17 03:32:54.194996+00:00,0.18,2
2018-02-17 03:36:54.129383+00:00,0.3,2
2018-02-17 03:37:54.149366+00:00,0.24,2
2018-02-17 03:42:54.134411+00:00,0.18,2
2018-02-17 03:46:54.242945+00:00,0.24,2
2018-02-17 03:48:54.315467+00:00,0.3,2
2018-02-17 03:49:54.334213+00:00,0.24,2
2018-02-17 03:52:54.476556+00:00,0.18,2
2018-02-17 03:56:54.333365+00:00,0.3,2
2018-02-17 03:57:54.457641+00:00,0.24,2
2018-02-17 04:02:54.389864+00:00,0.18,2
2018-02-17 04:06:54.510006+00:00,0.3,2
2018-02-17 04:07:54.625723+00:00,0.24,2
2018-02-17 04:10:54.661402+00:00,0.3,2
2018-02-17 04:11:54.636757+00:00,0.24,2
2018-02-17 04:12:54.611209+00:00,0.18,2
2018-02-17 04:22:54.799120+00:00,0.12,2
2018-02-17 04:23:54.744126+00:00,0.18,2
2018-02-17 04:36:54.929387+00:00,0.24,1
2018-02-17 04:37:54.951811+00:00,0.3,2
2018-02-17 04:38:54.873151+00:00,0.24,2
2018-02-17 04:42:55.064217+00:00,0.18,2
2018-02-17 04:46:54.955759+00:00,0.24,2
2018-02-17 04:52:55.077737+00:00,0.18,2
2018-02-17 04:54:55.198810+00:00,0.24,2
2018-02-17 04:55:55.239671+00:00,0.18,2
2018-02-17 04:56:55.264512+00:00,0.24,2
2018-02-17 05:02:55.397565+00:00,0.18,2
2018-02-17 05:06:55.282548+00:00,0.24,2
2018-02-17 05:08:55.452881+00:00,0.3,2
2018-02-17 05:09:55.497683+00:00,0.24,2
2018-02-17 05:12:55.490656+00:00,0.18,1
2018-02-17 05:16:55.427026+00:00,0.24,1
2018-02-17 05:22:55.460832+00:00,0.18,1
2018-02-17 05:26:55.693443+00:00,0.24,2
2018-02-17 05:33:55.693260+00:00,0.12,2
2018-02-17 05:34:55.814014+00:00,0.18,2
2018-02-17 05:35:55.685668+00:00,0.36,2
2018-02-17 05:37:55.678712+00:00,0.42,2
2018-02-17 05:38:55.728172+00:00,0.36,2
2018-02-17 05:41:55.767073+00:00,0.42,2
2018-02-17 05:42:55.911378+00:00,0.36,2
2018-02-17 05:46:55.900342+00:00,0.42,2
2018-02-17 05:47:56.738053+00:00,0.36,2
2018-02-17 05:52:55.952000+00:00,0.42,2
2018-02-17 05:53:56.048987+00:00,0.36,2
2018-02-17 06:02:56.020836+00:00,0.42,2
2018-02-17 06:03:56.065855+00:00,0.36,2
2018-02-17 06:12:56.312073+00:00,0.84,2
2018-02-17 06:13:56.142086+00:00,8.88,2
2018-02-17 06:14:56.156631+00:00,8.64,2
2018-02-17 06:15:56.201525+00:00,8.82,2
2018-02-17 06:16:56.226972+00:00,8.88,2
2018-02-17 06:17:56.297120+00:00,8.82,2
2018-02-17 06:18:56.364910+00:00,8.88,2
2018-02-17 06:20:56.256748+00:00,8.82,2
2018-02-17 06:22:56.429796+00:00,8.88,2
2018-02-17 06:23:56.406583+00:00,8.82,2
2018-02-17 06:24:56.424362+00:00,0.96,2
2018-02-17 06:25:56.521634+00:00,0.42,2
2018-02-17 06:26:56.559803+00:00,0.36,2
2018-02-17 06:27:56.542621+00:00,1.98,2
2018-02-17 06:28:56.473936+00:00,0.0,2
2018-02-17 06:30:56.380324+00:00,4.86,2
2018-02-17 06:31:56.523759+00:00,9.06,2
2018-02-17 06:32:56.547566+00:00,9.12,2
2018-02-17 06:33:56.543290+00:00,4.56,2
2018-02-17 06:34:57.464068+00:00,0.54,2
2018-02-17 06:36:56.483013+00:00,1.2,2
2018-02-17 06:37:56.669062+00:00,2.52,2
2018-02-17 06:38:56.729579+00:00,2.4,2
2018-02-17 06:41:56.691949+00:00,1.62,2
2018-02-17 06:42:56.738194+00:00,0.96,2
2018-02-17 06:43:56.789629+00:00,0.48,2
2018-02-17 06:44:56.783426+00:00,0.42,2
2018-02-17 06:45:56.705004+00:00,0.36,2
2018-02-17 06:46:56.598139+00:00,0.48,2
2018-02-17 06:47:56.680433+00:00,0.54,2
2018-02-17 06:51:56.683705+00:00,0.48,2
2018-02-17 06:52:56.854902+00:00,0.54,2
2018-02-17 06:54:56.797797+00:00,0.48,2
2018-02-17 06:57:56.940911+00:00,0.54,2
2018-02-17 06:58:56.963484+00:00,0.48,2
2018-02-17 07:04:57.616372+00:00,0.54,2
2018-02-17 07:05:57.011078+00:00,0.48,2
2018-02-17 07:07:57.006262+00:00,0.36,2
2018-02-17 07:17:57.145349+00:00,0.3,2
2018-02-17 07:18:57.242968+00:00,0.36,2
2018-02-17 07:29:57.230327+00:00,0.3,2
2018-02-17 07:30:57.199771+00:00,0.36,2
2018-02-17 07:38:57.301008+00:00,0.3,0
2018-02-17 07:39:57.432812+00:00,0.36,0
2018-02-17 07:45:57.626848+00:00,0.3,0
2018-02-17 07:46:57.600300+00:00,0.36,0
2018-02-17 07:50:57.586103+00:00,0.3,0
2018-02-17 07:51:57.459101+00:00,0.36,0
2018-02-17 07:57:57.650161+00:00,0.3,0
2018-02-17 07:58:57.609915+00:00,0.36,0
2018-02-17 08:00:57.632588+00:00,0.3,0
2018-02-17 08:02:57.724769+00:00,0.24,0
2018-02-17 08:03:57.716929+00:00,0.3,0
2018-02-17 08:04:57.761239+00:00,0.24,0
2018-02-17 08:05:57.710247+00:00,0.3,0
2018-02-17 08:06:57.905670+00:00,0.24,0
2018-02-17 08:07:57.854479+00:00,0.3,0
2018-02-17 08:08:57.773770+00:00,0.24,0
2018-02-17 08:09:57.958615+00:00,0.3,0
2018-02-17 08:10:57.844676+00:00,0.24,0
2018-02-17 08:11:57.939195+00:00,0.3,0
2018-02-17 08:12:57.739276+00:00,0.24,0
2018-02-17 08:13:57.934622+00:00,0.3,0
2018-02-17 08:14:57.881433+00:00,0.24,0
2018-02-17 08:15:57.853152+00:00,0.3,0
2018-02-17 08:16:57.801612+00:00,0.24,0
2018-02-17 08:17:57.947534+00:00,0.3,0
2018-02-17 08:18:58.018149+00:00,0.24,0
2018-02-17 08:19:57.889629+00:00,0.3,0
2018-02-17 08:20:58.035101+00:00,0.24,0
2018-02-17 08:21:57.935685+00:00,0.3,0
2018-02-17 08:22:58.129990+00:00,0.24,0
2018-02-17 08:23:58.048953+00:00,0.3,0
2018-02-17 08:24:57.921273+00:00,0.24,0
2018-02-17 08:25:58.016436+00:00,0.3,0
2018-02-17 08:26:57.926227+00:00,0.24,0
2018-02-17 08:27:58.111253+00:00,0.3,0
2018-02-17 08:28:58.134298+00:00,0.24,0
2018-02-17 08:29:58.180303+00:00,0.3,0
2018-02-17 08:30:58.261512+00:00,0.24,0
2018-02-17 08:31:58.024554+00:00,0.3,0
